"block","plotID","plotName","tree_species_richness","mycorrhizal_type","composition","trapID","Ac","Ae","Be","Ca","Fa","Fr","Pr","Qu","So","Ti","cont","trap_condition","Ac_m2","Ae_m2","Be_m2","Ca_m2","Fa_m2","Fr_m2","Pr_m2","Qu_m2","So_m2","Ti_m2","cont_m2","month","div","blk","myc","sr","sr_myc","month1"
1,10,"10.A4",4,"AMF","Ae|Fr|Pr|So","C",NA,1.058,NA,NA,NA,1.248,15.69,NA,0.081,NA,1.284,"ok",NA,1.88088888888889,NA,NA,NA,2.21866666666667,27.8933333333333,NA,0.144,NA,2.28266666666667,"2023-07","4","1","AM",4,"4_AM","July"
1,10,"10.A4",4,"AMF","Ae|Fr|Pr|So","A",NA,1.521,NA,NA,NA,1.225,4.912,NA,0.151,NA,4.76,"broken",NA,2.704,NA,NA,NA,2.17777777777778,8.73244444444444,NA,0.268444444444444,NA,8.46222222222222,"2023-08","4","1","AM",4,"4_AM","August"
1,10,"10.A4",4,"AMF","Ae|Fr|Pr|So","B",NA,2.596,NA,NA,NA,7.26,2.426,NA,0.268,NA,2.73,"ok",NA,4.61511111111111,NA,NA,NA,12.9066666666667,4.31288888888889,NA,0.476444444444444,NA,4.85333333333333,"2023-08","4","1","AM",4,"4_AM","August"
1,10,"10.A4",4,"AMF","Ae|Fr|Pr|So","C",NA,0.682,NA,NA,NA,1.312,0.849,NA,0.144,NA,1.125,"ok",NA,1.21244444444444,NA,NA,NA,2.33244444444444,1.50933333333333,NA,0.256,NA,2,"2023-08","4","1","AM",4,"4_AM","August"
1,10,"10.A4",4,"AMF","Ae|Fr|Pr|So","A",NA,2.45,NA,NA,NA,2.43,0.14,NA,0.07,NA,0.35,"ok",NA,4.35555555555556,NA,NA,NA,4.32,0.248888888888889,NA,0.124444444444444,NA,0.622222222222222,"2023-09","4","1","AM",4,"4_AM","September"
1,10,"10.A4",4,"AMF","Ae|Fr|Pr|So","B",NA,9.81,NA,NA,NA,5.06,1.43,NA,1.28,NA,1.18,"ok",NA,17.44,NA,NA,NA,8.99555555555555,2.54222222222222,NA,2.27555555555556,NA,2.09777777777778,"2023-09","4","1","AM",4,"4_AM","September"
1,10,"10.A4",4,"AMF","Ae|Fr|Pr|So","C",NA,6.94,NA,NA,NA,26.87,0.6,NA,0.28,NA,0.43,"ok",NA,12.3377777777778,NA,NA,NA,47.7688888888889,1.06666666666667,NA,0.497777777777778,NA,0.764444444444444,"2023-09","4","1","AM",4,"4_AM","September"
1,10,"10.A4",4,"AMF","Ae|Fr|Pr|So","A",NA,16.49,NA,NA,NA,26.34,6.06,NA,1.19,NA,1.51,"ok",NA,29.3155555555556,NA,NA,NA,46.8266666666667,10.7733333333333,NA,2.11555555555556,NA,2.68444444444444,"2023-10","4","1","AM",4,"4_AM","October"
1,10,"10.A4",4,"AMF","Ae|Fr|Pr|So","B",NA,12.74,NA,NA,NA,20.19,15.4,NA,2.94,NA,2.56,"ok",NA,22.6488888888889,NA,NA,NA,35.8933333333333,27.3777777777778,NA,5.22666666666667,NA,4.55111111111111,"2023-10","4","1","AM",4,"4_AM","October"
1,10,"10.A4",4,"AMF","Ae|Fr|Pr|So","C",NA,4.9,NA,NA,NA,28.23,8.79,NA,2.16,NA,3.12,"ok",NA,8.71111111111111,NA,NA,NA,50.1866666666667,15.6266666666667,NA,3.84,NA,5.54666666666667,"2023-10","4","1","AM",4,"4_AM","October"
1,10,"10.A4",4,"AMF","Ae|Fr|Pr|So","A",NA,0.66,NA,NA,NA,33.88,44.61,NA,1.24,NA,2.77,"ok",NA,1.17333333333333,NA,NA,NA,60.2311111111111,79.3066666666667,NA,2.20444444444444,NA,4.92444444444444,"2023-11","4","1","AM",4,"4_AM","November"
1,10,"10.A4",4,"AMF","Ae|Fr|Pr|So","B",NA,0.09,NA,NA,NA,35.15,55.2,NA,1.8,NA,5.44,"ok",NA,0.16,NA,NA,NA,62.4888888888889,98.1333333333333,NA,3.2,NA,9.67111111111111,"2023-11","4","1","AM",4,"4_AM","November"
1,10,"10.A4",4,"AMF","Ae|Fr|Pr|So","C",NA,0.01,NA,NA,NA,35.55,34.6,NA,1.3,NA,4.51,"ok",NA,0.0177777777777778,NA,NA,NA,63.2,61.5111111111111,NA,2.31111111111111,NA,8.01777777777778,"2023-11","4","1","AM",4,"4_AM","November"
1,10,"10.A4",4,"AMF","Ae|Fr|Pr|So","A",NA,0,NA,NA,NA,0,0,NA,0,NA,0,"ok",NA,0,NA,NA,NA,0,0,NA,0,NA,0,"2023-12","4","1","AM",4,"4_AM","December"
1,10,"10.A4",4,"AMF","Ae|Fr|Pr|So","B",NA,0,NA,NA,NA,0,0,NA,0,NA,0,"ok",NA,0,NA,NA,NA,0,0,NA,0,NA,0,"2023-12","4","1","AM",4,"4_AM","December"
1,10,"10.A4",4,"AMF","Ae|Fr|Pr|So","C",NA,0,NA,NA,NA,0,0,NA,0,NA,0,"ok",NA,0,NA,NA,NA,0,0,NA,0,NA,0,"2023-12","4","1","AM",4,"4_AM","December"
1,10,"10.A4",4,"AMF","Ae|Fr|Pr|So","A",NA,0,NA,NA,NA,0,0,NA,0,NA,0,"ok",NA,0,NA,NA,NA,0,0,NA,0,NA,0,"2024-01","4","1","AM",4,"4_AM","January"
1,10,"10.A4",4,"AMF","Ae|Fr|Pr|So","B",NA,0,NA,NA,NA,0,0,NA,0,NA,0,"no_stone",NA,0,NA,NA,NA,0,0,NA,0,NA,0,"2024-01","4","1","AM",4,"4_AM","January"
1,10,"10.A4",4,"AMF","Ae|Fr|Pr|So","C",NA,0,NA,NA,NA,0,0,NA,0,NA,0,"ok",NA,0,NA,NA,NA,0,0,NA,0,NA,0,"2024-01","4","1","AM",4,"4_AM","January"
1,10,"10.A4",4,"AMF","Ae|Fr|Pr|So","A",NA,0,NA,NA,NA,0,0,NA,0,NA,NA,"ok",NA,0,NA,NA,NA,0,0,NA,0,NA,NA,"2024-02","4","1","AM",4,"4_AM","February"
1,10,"10.A4",4,"AMF","Ae|Fr|Pr|So","B",NA,0,NA,NA,NA,0,0,NA,0,NA,NA,"ok",NA,0,NA,NA,NA,0,0,NA,0,NA,NA,"2024-02","4","1","AM",4,"4_AM","February"
1,10,"10.A4",4,"AMF","Ae|Fr|Pr|So","C",NA,0,NA,NA,NA,0,0,NA,0,NA,NA,"ok",NA,0,NA,NA,NA,0,0,NA,0,NA,NA,"2024-02","4","1","AM",4,"4_AM","February"
1,11,"11.E2",2,"EMF","Qu|Ti","A",NA,NA,NA,NA,NA,NA,NA,0.58,NA,0.056,0,"ok",NA,NA,NA,NA,NA,NA,NA,1.03111111111111,NA,0.0995555555555556,0,"2023-03","2","1","EM",2,"2_EM","March"
1,11,"11.E2",2,"EMF","Qu|Ti","B",NA,NA,NA,NA,NA,NA,NA,0.47,NA,0,0,"ok",NA,NA,NA,NA,NA,NA,NA,0.835555555555555,NA,0,0,"2023-03","2","1","EM",2,"2_EM","March"
1,11,"11.E2",2,"EMF","Qu|Ti","C",NA,NA,NA,NA,NA,NA,NA,0.69,NA,0,0,"ok",NA,NA,NA,NA,NA,NA,NA,1.22666666666667,NA,0,0,"2023-03","2","1","EM",2,"2_EM","March"
1,11,"11.E2",2,"EMF","Qu|Ti","A",NA,NA,NA,NA,NA,NA,NA,1.17,NA,0,0.105,"ok",NA,NA,NA,NA,NA,NA,NA,2.08,NA,0,0.186666666666667,"2023-04","2","1","EM",2,"2_EM","April"
1,11,"11.E2",2,"EMF","Qu|Ti","B",NA,NA,NA,NA,NA,NA,NA,1.17,NA,0,0,"ok",NA,NA,NA,NA,NA,NA,NA,2.08,NA,0,0,"2023-04","2","1","EM",2,"2_EM","April"
1,11,"11.E2",2,"EMF","Qu|Ti","C",NA,NA,NA,NA,NA,NA,NA,0.45,NA,0,0,"ok",NA,NA,NA,NA,NA,NA,NA,0.8,NA,0,0,"2023-04","2","1","EM",2,"2_EM","April"
1,11,"11.E2",2,"EMF","Qu|Ti","A",NA,NA,NA,NA,NA,NA,NA,0.307,NA,0.035,0,"ok",NA,NA,NA,NA,NA,NA,NA,0.545777777777778,NA,0.0622222222222222,0,"2023-05","2","1","EM",2,"2_EM","May"
1,11,"11.E2",2,"EMF","Qu|Ti","B",NA,NA,NA,NA,NA,NA,NA,0.461,NA,0.111,0,"ok",NA,NA,NA,NA,NA,NA,NA,0.819555555555556,NA,0.197333333333333,0,"2023-05","2","1","EM",2,"2_EM","May"
1,11,"11.E2",2,"EMF","Qu|Ti","C",NA,NA,NA,NA,NA,NA,NA,0.114,NA,0.019,0,"ok",NA,NA,NA,NA,NA,NA,NA,0.202666666666667,NA,0.0337777777777778,0,"2023-05","2","1","EM",2,"2_EM","May"
1,11,"11.E2",2,"EMF","Qu|Ti","A",NA,NA,NA,NA,NA,NA,NA,0.739,NA,2.835,0,"ok",NA,NA,NA,NA,NA,NA,NA,1.31377777777778,NA,5.04,0,"2023-06","2","1","EM",2,"2_EM","June"
1,11,"11.E2",2,"EMF","Qu|Ti","B",NA,NA,NA,NA,NA,NA,NA,0.326,NA,0.933,0,"ok",NA,NA,NA,NA,NA,NA,NA,0.579555555555556,NA,1.65866666666667,0,"2023-06","2","1","EM",2,"2_EM","June"
1,11,"11.E2",2,"EMF","Qu|Ti","C",NA,NA,NA,NA,NA,NA,NA,0.097,NA,4.27,0,"ok",NA,NA,NA,NA,NA,NA,NA,0.172444444444444,NA,7.59111111111111,0,"2023-06","2","1","EM",2,"2_EM","June"
1,11,"11.E2",2,"EMF","Qu|Ti","A",NA,NA,NA,NA,NA,NA,NA,1.136,NA,15.58,NA,"ok",NA,NA,NA,NA,NA,NA,NA,2.01955555555556,NA,27.6977777777778,NA,"2023-07","2","1","EM",2,"2_EM","July"
1,11,"11.E2",2,"EMF","Qu|Ti","B",NA,NA,NA,NA,NA,NA,NA,0.539,NA,7.09,0.597,"ok",NA,NA,NA,NA,NA,NA,NA,0.958222222222222,NA,12.6044444444444,1.06133333333333,"2023-07","2","1","EM",2,"2_EM","July"
1,11,"11.E2",2,"EMF","Qu|Ti","C",NA,NA,NA,NA,NA,NA,NA,0.169,NA,7.82,NA,"ok",NA,NA,NA,NA,NA,NA,NA,0.300444444444444,NA,13.9022222222222,NA,"2023-07","2","1","EM",2,"2_EM","July"
1,11,"11.E2",2,"EMF","Qu|Ti","A",NA,NA,NA,NA,NA,NA,NA,1.131,NA,9.14,0.185,"ok",NA,NA,NA,NA,NA,NA,NA,2.01066666666667,NA,16.2488888888889,0.328888888888889,"2023-08","2","1","EM",2,"2_EM","August"
1,11,"11.E2",2,"EMF","Qu|Ti","B",NA,NA,NA,NA,NA,NA,NA,0.214,NA,3.709,0.127,"broken",NA,NA,NA,NA,NA,NA,NA,0.380444444444444,NA,6.59377777777778,0.225777777777778,"2023-08","2","1","EM",2,"2_EM","August"
1,11,"11.E2",2,"EMF","Qu|Ti","C",NA,NA,NA,NA,NA,NA,NA,0.809,NA,6.25,0.118,"ok",NA,NA,NA,NA,NA,NA,NA,1.43822222222222,NA,11.1111111111111,0.209777777777778,"2023-08","2","1","EM",2,"2_EM","August"
1,11,"11.E2",2,"EMF","Qu|Ti","A",NA,NA,NA,NA,NA,NA,NA,2.05,NA,11.65,0.32,"ok",NA,NA,NA,NA,NA,NA,NA,3.64444444444444,NA,20.7111111111111,0.568888888888889,"2023-09","2","1","EM",2,"2_EM","September"
1,11,"11.E2",2,"EMF","Qu|Ti","B",NA,NA,NA,NA,NA,NA,NA,0.16,NA,18.05,NA,"ok",NA,NA,NA,NA,NA,NA,NA,0.284444444444444,NA,32.0888888888889,NA,"2023-09","2","1","EM",2,"2_EM","September"
1,11,"11.E2",2,"EMF","Qu|Ti","C",NA,NA,NA,NA,NA,NA,NA,0.59,NA,12.68,0.05,"ok",NA,NA,NA,NA,NA,NA,NA,1.04888888888889,NA,22.5422222222222,0.0888888888888889,"2023-09","2","1","EM",2,"2_EM","September"
1,11,"11.E2",2,"EMF","Qu|Ti","A",NA,NA,NA,NA,NA,NA,NA,5.23,NA,43.88,1.16,"ok",NA,NA,NA,NA,NA,NA,NA,9.29777777777778,NA,78.0088888888889,2.06222222222222,"2023-10","2","1","EM",2,"2_EM","October"
1,11,"11.E2",2,"EMF","Qu|Ti","B",NA,NA,NA,NA,NA,NA,NA,2.96,NA,34.43,0.98,"ok",NA,NA,NA,NA,NA,NA,NA,5.26222222222222,NA,61.2088888888889,1.74222222222222,"2023-10","2","1","EM",2,"2_EM","October"
1,11,"11.E2",2,"EMF","Qu|Ti","C",NA,NA,NA,NA,NA,NA,NA,0.3,NA,54.82,0.024,"ok",NA,NA,NA,NA,NA,NA,NA,0.533333333333333,NA,97.4577777777778,0.0426666666666667,"2023-10","2","1","EM",2,"2_EM","October"
1,11,"11.E2",2,"EMF","Qu|Ti","A",NA,NA,NA,NA,NA,NA,NA,6.15,NA,32.82,1.07,"ok",NA,NA,NA,NA,NA,NA,NA,10.9333333333333,NA,58.3466666666667,1.90222222222222,"2023-11","2","1","EM",2,"2_EM","November"
1,11,"11.E2",2,"EMF","Qu|Ti","B",NA,NA,NA,NA,NA,NA,NA,4.36,NA,33.28,2.32,"ok",NA,NA,NA,NA,NA,NA,NA,7.75111111111111,NA,59.1644444444444,4.12444444444444,"2023-11","2","1","EM",2,"2_EM","November"
1,11,"11.E2",2,"EMF","Qu|Ti","C",NA,NA,NA,NA,NA,NA,NA,2.77,NA,47.69,0.05,"ok",NA,NA,NA,NA,NA,NA,NA,4.92444444444444,NA,84.7822222222222,0.0888888888888889,"2023-11","2","1","EM",2,"2_EM","November"
1,11,"11.E2",2,"EMF","Qu|Ti","A",NA,NA,NA,NA,NA,NA,NA,0.312,NA,0.098,0.28,"ok",NA,NA,NA,NA,NA,NA,NA,0.554666666666667,NA,0.174222222222222,0.497777777777778,"2023-12","2","1","EM",2,"2_EM","December"
1,11,"11.E2",2,"EMF","Qu|Ti","B",NA,NA,NA,NA,NA,NA,NA,0.423,NA,0,0.323,"ok",NA,NA,NA,NA,NA,NA,NA,0.752,NA,0,0.574222222222222,"2023-12","2","1","EM",2,"2_EM","December"
1,11,"11.E2",2,"EMF","Qu|Ti","C",NA,NA,NA,NA,NA,NA,NA,0.477,NA,0,0.065,"ok",NA,NA,NA,NA,NA,NA,NA,0.848,NA,0,0.115555555555556,"2023-12","2","1","EM",2,"2_EM","December"
1,11,"11.E2",2,"EMF","Qu|Ti","A",NA,NA,NA,NA,NA,NA,NA,0.048,NA,0,0,"ok",NA,NA,NA,NA,NA,NA,NA,0.0853333333333333,NA,0,0,"2024-01","2","1","EM",2,"2_EM","January"
1,11,"11.E2",2,"EMF","Qu|Ti","B",NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,"ok",NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,"2024-01","2","1","EM",2,"2_EM","January"
1,11,"11.E2",2,"EMF","Qu|Ti","C",NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,"ok",NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,"2024-01","2","1","EM",2,"2_EM","January"
1,11,"11.E2",2,"EMF","Qu|Ti","A",NA,NA,NA,NA,NA,NA,NA,0.549,NA,0.436,NA,"ok",NA,NA,NA,NA,NA,NA,NA,0.976,NA,0.775111111111111,NA,"2024-02","2","1","EM",2,"2_EM","February"
1,11,"11.E2",2,"EMF","Qu|Ti","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"ok",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"2024-02","2","1","EM",2,"2_EM","February"
1,11,"11.E2",2,"EMF","Qu|Ti","C",NA,NA,NA,NA,NA,NA,NA,0.151,NA,0,NA,"ok",NA,NA,NA,NA,NA,NA,NA,0.268444444444444,NA,0,NA,"2024-02","2","1","EM",2,"2_EM","February"
1,12,"12.E4",4,"EMF","Be|Ca|Fa|Ti","A",NA,NA,0,1.17,0.24,NA,NA,NA,NA,0,0,"ok",NA,NA,0,2.08,0.426666666666667,NA,NA,NA,NA,0,0,"2023-03","4","1","EM",4,"4_EM","March"
1,12,"12.E4",4,"EMF","Be|Ca|Fa|Ti","B",NA,NA,0,2.11,0.01,NA,NA,NA,NA,0,0,"ok",NA,NA,0,3.75111111111111,0.0177777777777778,NA,NA,NA,NA,0,0,"2023-03","4","1","EM",4,"4_EM","March"
1,12,"12.E4",4,"EMF","Be|Ca|Fa|Ti","C",NA,NA,0,3.01,0.024,NA,NA,NA,NA,0.064,0,"ok",NA,NA,0,5.35111111111111,0.0426666666666667,NA,NA,NA,NA,0.113777777777778,0,"2023-03","4","1","EM",4,"4_EM","March"
1,12,"12.E4",4,"EMF","Be|Ca|Fa|Ti","A",NA,NA,0.221,0,1.58,NA,NA,NA,NA,0,0.433,"ok",NA,NA,0.392888888888889,0,2.80888888888889,NA,NA,NA,NA,0,0.769777777777778,"2023-04","4","1","EM",4,"4_EM","April"
1,12,"12.E4",4,"EMF","Be|Ca|Fa|Ti","B",NA,NA,0.243,0,0.265,NA,NA,NA,NA,0,0.82,"ok",NA,NA,0.432,0,0.471111111111111,NA,NA,NA,NA,0,1.45777777777778,"2023-04","4","1","EM",4,"4_EM","April"
1,12,"12.E4",4,"EMF","Be|Ca|Fa|Ti","C",NA,NA,0.151,0,0.401,NA,NA,NA,NA,0,0.983,"ok",NA,NA,0.268444444444444,0,0.712888888888889,NA,NA,NA,NA,0,1.74755555555556,"2023-04","4","1","EM",4,"4_EM","April"
1,12,"12.E4",4,"EMF","Be|Ca|Fa|Ti","A",NA,NA,0.18,0,0,NA,NA,NA,NA,0.044,0,"ok",NA,NA,0.32,0,0,NA,NA,NA,NA,0.0782222222222222,0,"2023-05","4","1","EM",4,"4_EM","May"
1,12,"12.E4",4,"EMF","Be|Ca|Fa|Ti","B",NA,NA,0.344,0.052,0.03,NA,NA,NA,NA,0,0,"ok",NA,NA,0.611555555555556,0.0924444444444444,0.0533333333333333,NA,NA,NA,NA,0,0,"2023-05","4","1","EM",4,"4_EM","May"
1,12,"12.E4",4,"EMF","Be|Ca|Fa|Ti","C",NA,NA,0.309,0,0,NA,NA,NA,NA,0.717,0,"ok",NA,NA,0.549333333333333,0,0,NA,NA,NA,NA,1.27466666666667,0,"2023-05","4","1","EM",4,"4_EM","May"
1,12,"12.E4",4,"EMF","Be|Ca|Fa|Ti","A",NA,NA,0.684,0,0,NA,NA,NA,NA,0.221,0,"ok",NA,NA,1.216,0,0,NA,NA,NA,NA,0.392888888888889,0,"2023-06","4","1","EM",4,"4_EM","June"
1,12,"12.E4",4,"EMF","Be|Ca|Fa|Ti","B",NA,NA,0.977,0,0,NA,NA,NA,NA,0.123,0,"ok",NA,NA,1.73688888888889,0,0,NA,NA,NA,NA,0.218666666666667,0,"2023-06","4","1","EM",4,"4_EM","June"
1,12,"12.E4",4,"EMF","Be|Ca|Fa|Ti","C",NA,NA,1.29,0.297,0,NA,NA,NA,NA,0.218,0.026,"ok",NA,NA,2.29333333333333,0.528,0,NA,NA,NA,NA,0.387555555555556,0.0462222222222222,"2023-06","4","1","EM",4,"4_EM","June"
1,12,"12.E4",4,"EMF","Be|Ca|Fa|Ti","A",NA,NA,4.22,2.213,0,NA,NA,NA,NA,0.76,0.459,"ok",NA,NA,7.50222222222222,3.93422222222222,0,NA,NA,NA,NA,1.35111111111111,0.816,"2023-07","4","1","EM",4,"4_EM","July"
1,12,"12.E4",4,"EMF","Be|Ca|Fa|Ti","B",NA,NA,6.02,4.08,0,NA,NA,NA,NA,0.78,0.007,"ok",NA,NA,10.7022222222222,7.25333333333333,0,NA,NA,NA,NA,1.38666666666667,0.0124444444444444,"2023-07","4","1","EM",4,"4_EM","July"
1,12,"12.E4",4,"EMF","Be|Ca|Fa|Ti","C",NA,NA,4.72,2.92,0,NA,NA,NA,NA,2.86,NA,"ok",NA,NA,8.39111111111111,5.19111111111111,0,NA,NA,NA,NA,5.08444444444444,NA,"2023-07","4","1","EM",4,"4_EM","July"
1,12,"12.E4",4,"EMF","Be|Ca|Fa|Ti","A",NA,NA,5.55,1.104,0,NA,NA,NA,NA,0.653,0,"ok",NA,NA,9.86666666666667,1.96266666666667,0,NA,NA,NA,NA,1.16088888888889,0,"2023-08","4","1","EM",4,"4_EM","August"
1,12,"12.E4",4,"EMF","Be|Ca|Fa|Ti","B",NA,NA,3.71,0.953,0,NA,NA,NA,NA,0.979,0.091,"ok",NA,NA,6.59555555555556,1.69422222222222,0,NA,NA,NA,NA,1.74044444444444,0.161777777777778,"2023-08","4","1","EM",4,"4_EM","August"
1,12,"12.E4",4,"EMF","Be|Ca|Fa|Ti","C",NA,NA,2.69,1.87,0.1,NA,NA,NA,NA,2.15,0.464,"ok",NA,NA,4.78222222222222,3.32444444444444,0.177777777777778,NA,NA,NA,NA,3.82222222222222,0.824888888888889,"2023-08","4","1","EM",4,"4_EM","August"
1,12,"12.E4",4,"EMF","Be|Ca|Fa|Ti","A",NA,NA,8.4,1.55,0,NA,NA,NA,NA,0.5,NA,"ok",NA,NA,14.9333333333333,2.75555555555556,0,NA,NA,NA,NA,0.888888888888889,NA,"2023-09","4","1","EM",4,"4_EM","September"
1,12,"12.E4",4,"EMF","Be|Ca|Fa|Ti","B",NA,NA,7.59,1.26,0,NA,NA,NA,NA,2.64,NA,"ok",NA,NA,13.4933333333333,2.24,0,NA,NA,NA,NA,4.69333333333333,NA,"2023-09","4","1","EM",4,"4_EM","September"
1,12,"12.E4",4,"EMF","Be|Ca|Fa|Ti","C",NA,NA,11.6,2.31,0,NA,NA,NA,NA,1.22,0.33,"ok",NA,NA,20.6222222222222,4.10666666666667,0,NA,NA,NA,NA,2.16888888888889,0.586666666666667,"2023-09","4","1","EM",4,"4_EM","September"
1,12,"12.E4",4,"EMF","Be|Ca|Fa|Ti","A",NA,NA,22.65,4.38,0.31,NA,NA,NA,NA,7.39,0.21,"ok",NA,NA,40.2666666666667,7.78666666666667,0.551111111111111,NA,NA,NA,NA,13.1377777777778,0.373333333333333,"2023-10","4","1","EM",4,"4_EM","October"
1,12,"12.E4",4,"EMF","Be|Ca|Fa|Ti","B",NA,NA,29.9,5.68,0.06,NA,NA,NA,NA,9.66,1.21,"ok",NA,NA,53.1555555555556,10.0977777777778,0.106666666666667,NA,NA,NA,NA,17.1733333333333,2.15111111111111,"2023-10","4","1","EM",4,"4_EM","October"
1,12,"12.E4",4,"EMF","Be|Ca|Fa|Ti","C",NA,NA,32.31,4.37,0,NA,NA,NA,NA,7.16,0.96,"ok",NA,NA,57.44,7.76888888888889,0,NA,NA,NA,NA,12.7288888888889,1.70666666666667,"2023-10","4","1","EM",4,"4_EM","October"
1,12,"12.E4",4,"EMF","Be|Ca|Fa|Ti","A",NA,NA,52.05,11.41,3.89,NA,NA,NA,NA,21.24,3.79,"ok",NA,NA,92.5333333333333,20.2844444444444,6.91555555555556,NA,NA,NA,NA,37.76,6.73777777777778,"2023-11","4","1","EM",4,"4_EM","November"
1,12,"12.E4",4,"EMF","Be|Ca|Fa|Ti","B",NA,NA,59.41,25.66,2.97,NA,NA,NA,NA,16.24,4.52,"ok",NA,NA,105.617777777778,45.6177777777778,5.28,NA,NA,NA,NA,28.8711111111111,8.03555555555555,"2023-11","4","1","EM",4,"4_EM","November"
1,12,"12.E4",4,"EMF","Be|Ca|Fa|Ti","C",NA,NA,42.07,13,2.53,NA,NA,NA,NA,21.95,4.51,"ok",NA,NA,74.7911111111111,23.1111111111111,4.49777777777778,NA,NA,NA,NA,39.0222222222222,8.01777777777778,"2023-11","4","1","EM",4,"4_EM","November"
1,12,"12.E4",4,"EMF","Be|Ca|Fa|Ti","A",NA,NA,0.224,0.315,0,NA,NA,NA,NA,0.396,0.933,"ok",NA,NA,0.398222222222222,0.56,0,NA,NA,NA,NA,0.704,1.65866666666667,"2023-12","4","1","EM",4,"4_EM","December"
1,12,"12.E4",4,"EMF","Be|Ca|Fa|Ti","B",NA,NA,0.242,0.553,0.192,NA,NA,NA,NA,0.157,0.699,"ok",NA,NA,0.430222222222222,0.983111111111111,0.341333333333333,NA,NA,NA,NA,0.279111111111111,1.24266666666667,"2023-12","4","1","EM",4,"4_EM","December"
1,12,"12.E4",4,"EMF","Be|Ca|Fa|Ti","C",NA,NA,0.274,0.201,0,NA,NA,NA,NA,1.584,0,"ok",NA,NA,0.487111111111111,0.357333333333333,0,NA,NA,NA,NA,2.816,0,"2023-12","4","1","EM",4,"4_EM","December"
1,12,"12.E4",4,"EMF","Be|Ca|Fa|Ti","A",NA,NA,0,0.02,0.037,NA,NA,NA,NA,0,0.499,"ok",NA,NA,0,0.0355555555555556,0.0657777777777778,NA,NA,NA,NA,0,0.887111111111111,"2024-01","4","1","EM",4,"4_EM","January"
1,12,"12.E4",4,"EMF","Be|Ca|Fa|Ti","B",NA,NA,0.038,0,0.034,NA,NA,NA,NA,0,0.128,"ok",NA,NA,0.0675555555555555,0,0.0604444444444444,NA,NA,NA,NA,0,0.227555555555556,"2024-01","4","1","EM",4,"4_EM","January"
1,12,"12.E4",4,"EMF","Be|Ca|Fa|Ti","C",NA,NA,0.007,0,0,NA,NA,NA,NA,0,0.043,"ok",NA,NA,0.0124444444444444,0,0,NA,NA,NA,NA,0,0.0764444444444444,"2024-01","4","1","EM",4,"4_EM","January"
1,12,"12.E4",4,"EMF","Be|Ca|Fa|Ti","A",NA,NA,0,0.351,0,NA,NA,NA,NA,0,0.02,"ok",NA,NA,0,0.624,0,NA,NA,NA,NA,0,0.0355555555555556,"2024-02","4","1","EM",4,"4_EM","February"
1,12,"12.E4",4,"EMF","Be|Ca|Fa|Ti","B",NA,NA,0,0.68,0.04,NA,NA,NA,NA,0,0.037,"ok",NA,NA,0,1.20888888888889,0.0711111111111111,NA,NA,NA,NA,0,0.0657777777777778,"2024-02","4","1","EM",4,"4_EM","February"
1,12,"12.E4",4,"EMF","Be|Ca|Fa|Ti","C",NA,NA,0,0.47,0,NA,NA,NA,NA,0,NA,"ok",NA,NA,0,0.835555555555555,0,NA,NA,NA,NA,0,NA,"2024-02","4","1","EM",4,"4_EM","February"
1,13,"13.E2",2,"EMF","Ca|Fa","A",NA,NA,NA,33.71,0.227,NA,NA,NA,NA,NA,0,"ok",NA,NA,NA,59.9288888888889,0.403555555555556,NA,NA,NA,NA,NA,0,"2023-03","2","1","EM",2,"2_EM","March"
1,13,"13.E2",2,"EMF","Ca|Fa","B",NA,NA,NA,7.94,0.173,NA,NA,NA,NA,NA,0,"ok",NA,NA,NA,14.1155555555556,0.307555555555556,NA,NA,NA,NA,NA,0,"2023-03","2","1","EM",2,"2_EM","March"
1,13,"13.E2",2,"EMF","Ca|Fa","C",NA,NA,NA,7.99,0.066,NA,NA,NA,NA,NA,0.092,"ok",NA,NA,NA,14.2044444444444,0.117333333333333,NA,NA,NA,NA,NA,0.163555555555556,"2023-03","2","1","EM",2,"2_EM","March"
1,13,"13.E2",2,"EMF","Ca|Fa","A",NA,NA,NA,2.39,3.15,NA,NA,NA,NA,NA,0.078,"ok",NA,NA,NA,4.24888888888889,5.6,NA,NA,NA,NA,NA,0.138666666666667,"2023-04","2","1","EM",2,"2_EM","April"
1,13,"13.E2",2,"EMF","Ca|Fa","B",NA,NA,NA,1.14,1.71,NA,NA,NA,NA,NA,0.23,"ok",NA,NA,NA,2.02666666666667,3.04,NA,NA,NA,NA,NA,0.408888888888889,"2023-04","2","1","EM",2,"2_EM","April"
1,13,"13.E2",2,"EMF","Ca|Fa","C",NA,NA,NA,0.289,0.86,NA,NA,NA,NA,NA,0.069,"ok",NA,NA,NA,0.513777777777778,1.52888888888889,NA,NA,NA,NA,NA,0.122666666666667,"2023-04","2","1","EM",2,"2_EM","April"
